daterecorded,user_comment,altitude,general_condition,precipitation_amount,fog_thickness,longitude,thunderstorm_intensity,windy,precipitation_type,latitude,cloud_type,precipitation_unit,tzoffset
1401993393482,-,0.0,Clear,0.0,-,5.1171917,-,1,-,52.1067053,-,-,7200000
1401993851334,-,0.0,Cloudy,0.0,-,-79.1940221,-,-,-,43.7868449,Mostly Cloudy,-,-14400000
1401994119891,-,0.0,Cloudy,0.0,Light Fog,-73.9739468,Infrequent Lightning,1,Rain,40.7962015,Partly Cloudy,-,-14400000
1401994365925,-,0.0,Cloudy,0.0,-,-78.9172931,-,1,-,35.9343188,Partly Cloudy,-,-14400000
1401994555446,-,0.0,Precipitation,0.0,-,-71.1993611,-,0,Rain,42.295943,-,-,-14400000
1401994622870,-,0.0,Clear,0.0,-,-111.87134,-,0,-,40.6870218,-,-,-21600000
1401994627262,-,0.0,Clear,0.0,-,-79.4252084,-,1,-,43.6383206,Partly Cloudy,-,-14400000
1401994830521,Wildfire,0.0,Clear,0.0,Light Fog,-79.9135623,Infrequent Lightning,0,Rain,32.8950537,Partly Cloudy,-,-14400000
1401994964832,-,0.0,Cloudy,0.0,-,-79.3909872,-,1,-,43.6508025,Partly Cloudy,-,-14400000
1401994986164,-,0.0,Clear,0.0,-,-73.9322863,-,-,-,40.853139,Mostly Cloudy,-,-14400000
1401995004798,-,0.0,Clear,0.0,-,-111.87134,-,1,-,40.6870218,-,-,-21600000
1401995148364,-,0.0,Clear,0.0,-,-92.3533895,-,0,-,34.7626117,Mostly Cloudy,-,-18000000
1401995252773,-,0.0,Cloudy,0.0,-,-103.7323531,-,1,-,38.0549995,Partly Cloudy,-,-21600000
1401995278089,-,0.0,Cloudy,0.0,-,-75.439865,-,1,-,39.9098848,Mostly Cloudy,-,-14400000
1401995283184,-,0.0,Precipitation,1.0,-,135.9591413,-,0,Rain,34.0433826,-,-,32400000
1401995384670,-,0.0,Cloudy,0.0,-,-73.9267638,-,1,-,40.7274184,Partly Cloudy,-,-14400000
1401995455762,-,0.0,Clear,0.0,-,-117.1169335,-,1,-,32.920119,-,-,-25200000
1401995659263,-,0.0,Cloudy,0.0,-,-79.3791322,-,1,-,43.6391004,Partly Cloudy,-,-14400000
1401995769516,-,0.0,Clear,0.0,-,-123.0897475,-,-,-,49.1311022,-,-,-25200000
1401995838582,-,0.0,Clear,0.0,-,-111.8457265,-,-,-,40.7687972,-,-,-21600000
1401996147195,-,0.0,Clear,0.0,-,-117.0913716,-,0,-,33.0082465,-,-,-25200000
1401996667847,-,0.0,Clear,0.0,-,-134.9681809,-,2,-,-23.1228513,-,-,-32400000
1401996671236,-,0.0,Clear,0.0,-,6.94198,-,0,-,49.2450618,-,-,7200000
1401996992136,-,0.0,Clear,0.0,-,12.1932068,-,0,-,48.5872381,-,-,7200000
1401997355036,-,0.0,Cloudy,0.0,-,-93.5923158,-,1,-,41.7590971,Mostly Cloudy,-,-18000000
1401997511871,-,0.0,Clear,0.0,-,-79.3955116,-,0,-,43.6473244,-,-,-14400000
1401997516020,-,0.0,Cloudy,0.0,-,-74.0346421,-,-,-,40.7188738,Mostly Cloudy,-,-14400000
1401999111501,-,0.0,Cloudy,0.0,-,-79.228704,-,-,-,43.7838656,Mostly Cloudy,-,-14400000
1401999422462,-,0.0,Precipitation,1.0,-,-78.88862,-,1,Rain,35.8609444,-,-,-14400000
1401999506595,-,0.0,Clear,0.0,-,-92.3885368,-,0,-,34.7111657,-,-,-18000000
1401999564507,-,0.0,Cloudy,0.0,-,-0.1213437,-,1,-,51.4320104,Partly Cloudy,-,3600000
1401999656703,-,0.0,Clear,0.0,-,-122.3705415,-,0,-,47.6982454,-,-,-25200000
1401999776571,-,0.0,Cloudy,0.0,-,-84.5139109,-,1,-,39.1292094,Partly Cloudy,-,-14400000
1401999792123,-,0.0,Clear,0.0,-,-122.3285705,-,1,-,47.5972891,-,-,-25200000
1401999864604,-,0.0,Clear,0.0,-,-79.3791749,-,1,-,43.6390574,-,-,-14400000
1401999909479,-,0.0,Clear,0.0,-,-74.0320999,-,0,-,40.7265009,Mostly Cloudy,-,-14400000
1401999996411,-,0.0,Clear,0.0,-,-122.2939936,-,0,-,47.6172282,-,-,-25200000
1402000213512,-,0.0,Clear,0.0,-,-74.0111771,-,-,-,40.7094216,Mostly Cloudy,-,-14400000
1402000251903,-,0.0,Cloudy,0.0,-,-92.2874526,-,0,-,34.7546876,Mostly Cloudy,-,-18000000
1402000309524,-,0.0,Clear,0.0,-,-122.3672572,-,1,-,47.513704,-,-,-25200000
1402000837076,-,0.0,Cloudy,0.0,-,37.6994978,Infrequent Lightning,-,Rain,47.971071,Mostly Cloudy,-,0
1402000885540,-,0.0,Clear,0.0,-,-123.1065787,-,1,-,49.1763739,-,-,-25200000
1402000924055,-,0.0,Clear,0.0,-,-122.1180427,-,0,-,47.3963896,-,-,-25200000
1402001229424,-,0.0,Cloudy,0.0,-,-84.4391669,-,1,-,33.6433885,Mostly Cloudy,-,-14400000
1402001893218,-,0.0,Clear,0.0,-,-79.3910013,-,1,-,43.6507979,-,-,-14400000
1402001990903,-,0.0,Clear,0.0,-,-122.3035866,-,0,-,47.7081191,-,-,-25200000
1402002520806,-,0.0,Clear,0.0,-,-77.4275711,-,-,-,37.5185181,-,-,-14400000
1402002618283,-,0.0,Cloudy,0.0,-,-74.0346336,-,-,-,40.7170901,Partly Cloudy,-,-14400000
1402002696081,-,0.0,Cloudy,0.0,-,-79.7006278,-,1,-,43.4341463,Partly Cloudy,-,-14400000
1402002897280,-,0.0,Clear,0.0,-,-122.4190043,-,0,-,47.4520225,-,-,-25200000
1402003389521,-,0.0,Clear,0.0,-,141.028337,-,-,-,38.7224581,-,-,32400000
1402003903201,-,0.0,Cloudy,0.0,-,-81.7323314,-,1,-,28.5192249,Partly Cloudy,-,-14400000
1402004196395,-,0.0,Cloudy,0.0,Light Fog,-6.2581236,-,0,-,54.4224247,Partly Cloudy,-,3600000
1402004614060,-,0.0,Cloudy,0.0,-,-97.2466845,-,1,-,37.7472502,Partly Cloudy,-,-18000000
1402004902386,-,0.0,Clear,0.0,Light Fog,-74.0111771,-,-,-,40.7094216,Mostly Cloudy,-,-14400000
1402004920599,-,0.0,Clear,0.0,-,-122.3330338,-,-,-,47.6742387,-,-,-25200000
1402005026144,-,0.0,Clear,0.0,-,-84.3057527,-,1,-,33.8490152,-,-,-14400000
1402005209586,-,0.0,Cloudy,0.0,-,-79.1887433,-,-,-,43.7838562,Partly Cloudy,-,-14400000
1402005332136,-,0.0,Cloudy,0.0,-,-90.5172641,-,-,-,14.6198965,Very Cloudy,-,-21600000
1402005545794,-,0.0,Clear,0.0,-,-84.3211472,-,-,-,33.7629327,-,-,-14400000
1402005733562,-,0.0,Clear,0.0,-,-79.4323325,-,-,-,43.661313,-,-,-14400000
1402005916140,-,0.0,Precipitation,0.0,-,-86.6343531,-,2,Rain,34.733353,-,-,-18000000
1402006019473,-,0.0,Clear,0.0,-,-79.3854219,-,-,-,43.6508758,-,-,-14400000
1402006228392,-,0.0,Clear,0.0,-,-122.0839221,-,-,-,47.3429707,-,-,-25200000
1402006286230,-,0.0,Clear,0.0,-,-122.2755117,-,-,-,47.5619513,-,-,-25200000
1402006333057,-,0.0,Cloudy,0.0,Light Fog,-73.9132393,-,-,-,40.7743186,Partly Cloudy,-,-14400000
1402006905372,-,0.0,Precipitation,0.0,-,-101.3020242,-,1,Rain,48.2455874,-,-,-18000000
1402007114401,-,0.0,Clear,0.0,-,-77.4490218,-,-,-,37.5409636,-,-,-14400000
1402007732942,-,0.0,Cloudy,0.0,Light Fog,-78.9173554,-,1,Rain,35.9343209,Mostly Cloudy,-,-14400000
1402007902893,-,0.0,Cloudy,0.0,-,-78.6711225,-,1,-,35.7847004,Very Cloudy,-,-14400000
1402007926534,-,0.0,Cloudy,0.0,-,-96.8550044,-,1,-,32.9459264,Partly Cloudy,-,-18000000
1402007927204,-,0.0,Clear,0.0,-,-98.3902382,-,1,-,34.637285,-,-,-18000000
1402007933743,-,0.0,Clear,0.0,-,-79.3690184,-,1,-,43.6511524,-,-,-14400000
1402008306270,-,0.0,Clear,0.0,-,-79.1940221,-,-,-,43.7868449,Mostly Cloudy,-,-14400000
1402008311634,-,0.0,Cloudy,0.0,-,-97.7273774,-,1,-,30.2855927,Mostly Cloudy,-,-18000000
1402008462904,-,0.0,Clear,0.0,-,-84.353631,-,1,-,33.7656776,-,-,-14400000
1402008710009,-,0.0,Cloudy,0.0,-,-122.7571225,-,0,-,53.9108003,Mostly Cloudy,-,-25200000
1402008780812,-,0.0,Clear,0.0,-,-122.3705135,-,0,-,47.6982957,-,-,-25200000
1402008905122,-,0.0,Clear,0.0,Light Fog,-46.6852948,Infrequent Lightning,1,Rain,-23.5654644,Mostly Cloudy,-,-10800000
1402009733174,-,0.0,Cloudy,0.0,-,151.0418024,-,1,-,-33.8081517,Very Cloudy,-,36000000
1402009745539,-,0.0,Clear,0.0,-,-84.3438902,-,0,-,33.7376176,-,-,-14400000
1402010077921,-,0.0,Cloudy,0.0,-,-75.2112392,-,0,-,40.1951317,Mostly Cloudy,-,-14400000
1402010260601,-,0.0,Cloudy,0.0,-,151.0971227,-,1,Rain,-33.8132427,Mostly Cloudy,-,36000000
1402010774815,-,0.0,Cloudy,0.0,-,-84.4329963,Infrequent Lightning,1,Rain,33.6406832,Mostly Cloudy,-,-14400000
1402010892455,-,0.0,Thunderstorm,0.0,-,-84.7719713,Infrequent Lightning,-,-,33.9768646,-,-,-14400000
1402010913169,-,0.0,Cloudy,0.0,-,-97.7002994,-,1,-,30.4344568,Partly Cloudy,-,-18000000
1402011234211,-,0.0,Cloudy,0.0,-,-97.7852584,-,1,-,30.1874118,Partly Cloudy,-,-18000000
1402011326840,-,0.0,Cloudy,0.0,-,150.9452834,-,1,-,-33.9612615,Very Cloudy,-,36000000
1402011419612,-,0.0,Thunderstorm,0.0,-,-84.4650101,Frequent Lightning,2,-,34.102579,-,-,-14400000
1402011584324,-,0.0,Cloudy,0.0,-,151.1202022,Infrequent Lightning,-,Rain,-33.7792936,Very Cloudy,-,36000000
1402011792937,-,0.0,Cloudy,0.0,Light Fog,-84.3896537,-,0,-,33.7908736,Mostly Cloudy,-,-14400000
1402011932431,-,0.0,Clear,0.0,-,-122.2999607,-,1,-,47.7068027,-,-,-25200000
1402011944605,-,0.0,Cloudy,0.0,-,151.0427018,-,-,-,-33.7852715,Very Cloudy,-,36000000
1402012020562,-,0.0,Clear,0.0,-,-122.3369156,-,-,-,47.6158704,Mostly Cloudy,-,-25200000
1402012041955,-,0.0,Clear,0.0,Light Fog,-97.7345957,-,1,-,30.2811822,Mostly Cloudy,-,-18000000
1402012054044,-,0.0,Clear,0.0,-,-98.3861852,-,1,-,34.5973698,-,-,-18000000
1402012512062,-,0.0,Clear,0.0,Light Fog,-97.7248675,-,0,-,30.3043964,Partly Cloudy,-,-18000000
1402012611300,-,0.0,Precipitation,0.0,Light Fog,-84.1774894,-,1,Rain,34.0692227,Mostly Cloudy,-,-14400000
1402012880570,-,0.0,Cloudy,0.0,-,0.5359032,-,-,-,50.9415106,Mostly Cloudy,-,3600000
1402013023872,-,0.0,Clear,0.0,-,-79.4444812,-,-,-,43.6877956,-,-,-14400000
1402013197428,-,0.0,Cloudy,0.0,Light Fog,-97.7416995,-,1,-,30.2782284,Partly Cloudy,-,-18000000
1402013218721,-,0.0,Thunderstorm,0.0,-,-84.3818294,Infrequent Lightning,-,-,33.7806682,-,-,-14400000
1402013243035,-,0.0,Precipitation,1.0,-,-84.3355489,-,1,Rain,33.9354532,-,-,-14400000
1402013495760,-,0.0,Clear,0.0,-,-122.3049663,-,1,-,47.5905218,-,-,-25200000
1402013635079,-,0.0,Thunderstorm,0.0,-,-84.474768,Frequent Lightning,1,-,33.8823809,Mostly Cloudy,-,-14400000
1402013895327,-,0.0,Cloudy,0.0,-,-75.1450617,-,-,-,40.1380991,Mostly Cloudy,-,-14400000
1402013964120,-,0.0,Thunderstorm,0.0,-,-84.4016071,Infrequent Lightning,2,-,33.7804203,Mostly Cloudy,-,-14400000
1402013965915,-,0.0,Thunderstorm,0.0,-,-84.283865,Frequent Lightning,2,-,33.7567042,-,-,-14400000
1402014095127,-,0.0,Clear,0.0,-,-122.3281457,-,1,-,47.5972352,-,-,-25200000
1402014216092,-,0.0,Thunderstorm,0.0,-,-83.9302472,Infrequent Lightning,1,-,34.0315625,-,-,-14400000
1402014322500,-,0.0,Thunderstorm,0.0,-,44.1813409,Infrequent Lightning,-,-,48.9983385,-,-,14400000
1402014381316,-,0.0,Thunderstorm,0.0,-,-84.3840635,Infrequent Lightning,2,-,33.7791677,Mostly Cloudy,-,-14400000
1402014473360,-,0.0,Precipitation,1.0,-,-83.8693265,Infrequent Lightning,1,Rain,34.2571599,Mostly Cloudy,-,-14400000
1402014505040,-,0.0,Clear,0.0,-,-86.277349,-,0,-,43.250279,-,-,-14400000
1402014800920,-,0.0,Clear,0.0,-,-122.333253,-,-,-,47.6742754,-,-,-25200000
1402014824398,-,0.0,Cloudy,0.0,-,-78.6369749,-,1,-,35.8371908,Mostly Cloudy,-,-14400000
1402014908346,-,0.0,Cloudy,0.0,-,-84.0821211,-,1,-,36.9645617,Mostly Cloudy,-,-14400000
1402014988208,-,0.0,Clear,0.0,-,-122.353616,-,0,-,47.6801104,-,-,-25200000
1402015111080,-,0.0,Thunderstorm,0.0,-,-84.3801362,Frequent Lightning,2,-,33.7701181,Mostly Cloudy,-,-14400000
1402015497122,-,0.0,Precipitation,1.0,-,-84.2794674,-,1,Rain,33.9969482,-,-,-14400000
1402015537792,-,0.0,Cloudy,0.0,-,-86.0642332,-,0,-,40.7616204,Partly Cloudy,-,-14400000
1402015565430,-,0.0,Precipitation,1.0,-,-84.3840854,-,1,Rain,33.7791875,Mostly Cloudy,-,-14400000
1402015601911,Tropical storm,0.0,Thunderstorm,0.0,-,-84.0340429,Infrequent Lightning,1,-,33.8371029,-,-,-14400000
1402015675230,-,0.0,Thunderstorm,0.0,-,-84.3536488,Frequent Lightning,2,-,33.7657701,-,-,-14400000
1402015774945,-,0.0,Clear,0.0,-,-97.775316,-,0,-,30.3745697,Mostly Cloudy,-,-18000000
1402015862322,Tornado,0.0,Clear,0.0,Light Fog,-79.411925,-,-,-,43.6788223,-,-,-14400000
1402015898478,-,0.0,Clear,0.0,-,-80.1754673,-,-,-,43.5163432,-,-,-14400000
1402016296700,-,0.0,Cloudy,0.0,-,-77.425046,-,0,-,37.5236784,Partly Cloudy,-,-14400000
1402016491152,-,0.0,Thunderstorm,0.0,-,-84.3893631,Heavy Lightning,1,-,33.7905348,Mostly Cloudy,-,-14400000
1402016826062,-,0.0,Clear,0.0,-,-70.4702014,-,0,-,44.0635037,Mostly Cloudy,-,-14400000
1402016848659,-,0.0,Clear,0.0,-,-122.3705092,-,0,-,47.6982815,-,-,-25200000
1402016864699,-,0.0,Precipitation,0.0,-,-84.3442524,Infrequent Lightning,0,Rain,33.741609,Mostly Cloudy,-,-14400000
1402016867519,-,0.0,Thunderstorm,0.0,-,-84.081694,Frequent Lightning,2,-,34.1567538,-,-,-14400000
1402016874724,-,0.0,Thunderstorm,0.0,-,-84.4607927,Frequent Lightning,2,-,34.1102668,-,-,-14400000
1402017399868,-,0.0,Clear,0.0,-,-122.3344171,-,-,-,47.6650473,-,-,-25200000
1402017450574,-,0.0,Cloudy,0.0,Light Fog,-103.7323358,-,1,-,38.0549581,Partly Cloudy,-,-21600000
1402017570478,-,0.0,Clear,0.0,-,-122.3368543,-,0,-,47.6158162,-,-,-25200000
1402017580595,-,0.0,Precipitation,1.0,-,151.1896242,-,0,Rain,-33.8684275,Mostly Cloudy,-,36000000
1402018240384,-,0.0,Thunderstorm,2.0,-,-84.3511074,Frequent Lightning,2,Rain,33.9300589,-,-,-14400000
1402018246827,-,0.0,Precipitation,0.0,-,151.2244771,-,1,Rain,-33.8235481,-,-,36000000
1402018273396,-,0.0,Cloudy,0.0,-,-84.4171906,Infrequent Lightning,1,-,33.8090951,Very Cloudy,-,-14400000
1402018509357,-,0.0,Clear,0.0,-,-80.0417642,-,0,-,40.3927635,-,-,-14400000
1402018895103,-,0.0,Clear,0.0,-,-79.3793735,-,0,-,43.6462979,-,-,-14400000
1402018983031,-,0.0,Clear,0.0,-,-121.2542116,-,1,-,44.0607161,-,-,-25200000
1402019279009,-,0.0,Thunderstorm,0.0,-,-84.4649952,Infrequent Lightning,1,-,34.1026112,-,-,-14400000
1402019655585,-,0.0,Cloudy,0.0,-,151.1201528,-,-,Rain,-33.7793455,Very Cloudy,-,36000000
1402019828899,-,0.0,Clear,0.0,-,19.112697,-,0,-,47.5259116,-,-,7200000
1402019978116,-,0.0,Clear,0.0,-,6.9419791,-,0,-,49.2450565,-,-,7200000
1402020162166,-,0.0,Clear,0.0,-,138.6115349,-,-,-,-34.941112,-,-,34200000
1402020781888,-,0.0,Cloudy,0.0,-,-97.1911012,-,1,-,35.6582088,Mostly Cloudy,-,-18000000
1402021118459,-,0.0,Precipitation,1.0,-,151.2044275,-,1,Rain,-33.8634025,-,-,36000000
1402021247499,-,0.0,Clear,0.0,-,-71.0565249,-,0,-,41.8046728,-,-,-14400000
1402021479809,-,0.0,Foggy,0.0,Moderate Fog,-71.0565249,-,-,-,41.8046728,-,-,-14400000
1402021519287,-,0.0,Cloudy,0.0,-,33.3570752,-,1,-,45.2084776,Partly Cloudy,-,14400000
1402021617399,-,0.0,Clear,0.0,-,-80.0025784,-,0,-,40.4437275,-,-,-14400000
1402021790508,-,0.0,Clear,0.0,-,-44.9994341,-,1,-,-21.2575119,-,-,-10800000
1402021951082,-,0.0,Clear,0.0,-,-122.3405573,-,1,-,47.6365997,-,-,-25200000
1402022050224,-,0.0,Clear,0.0,-,-122.3705385,-,0,-,47.6982549,-,-,-25200000
1402022285288,-,0.0,Cloudy,0.0,Light Fog,-84.3355541,Infrequent Lightning,1,-,33.9354599,Mostly Cloudy,-,-14400000
1402022544207,-,0.0,Clear,0.0,-,-122.8221097,-,1,-,46.9964292,-,-,-25200000
1402022593661,-,0.0,Cloudy,0.0,-,-77.8002044,-,-,-,35.291306,Partly Cloudy,-,-14400000
1402022928018,-,0.0,Thunderstorm,0.0,-,-103.7324011,Infrequent Lightning,1,-,38.0550333,-,-,-21600000
1402023054752,-,0.0,Clear,0.0,-,-122.255547,-,-,-,47.6863187,-,-,-25200000
1402023453469,-,0.0,Cloudy,0.0,-,-122.6406326,-,1,-,45.504705,Partly Cloudy,-,-25200000
1402024090952,-,0.0,Cloudy,0.0,-,-84.3441668,-,0,-,33.7414917,Mostly Cloudy,-,-14400000
1402024478545,-,0.0,Clear,0.0,-,-122.3537894,-,0,-,47.6801574,-,-,-25200000
1402024752750,-,0.0,Cloudy,0.0,-,-38.4532503,-,-,-,-12.9874756,Mostly Cloudy,-,-10800000
1402025174238,-,0.0,Clear,0.0,-,-119.4798508,-,0,-,49.8674524,-,-,-25200000
1402025275820,-,0.0,Clear,0.0,-,-118.0998496,-,0,-,34.1459684,-,-,-25200000
1402025617724,-,0.0,Thunderstorm,0.0,-,-79.7593172,Infrequent Lightning,1,-,34.1700696,-,-,-14400000
1402025800694,-,0.0,Clear,0.0,-,-77.6349689,-,0,-,37.6455375,-,-,-14400000
1402026334865,-,0.0,Precipitation,1.0,-,151.1773968,-,1,Rain,-33.8883032,-,-,36000000
1402026395011,-,0.0,Clear,0.0,-,-122.9755557,-,0,-,47.0466527,-,-,-25200000
1402026690414,-,0.0,Cloudy,0.0,-,173.9476756,-,1,-,-41.5127206,Mostly Cloudy,-,43200000
1402026744135,-,0.0,Cloudy,0.0,-,151.0418024,-,2,-,-33.8081517,Very Cloudy,-,36000000
1402026958658,-,0.0,Precipitation,1.0,-,139.7377379,-,-,Rain,35.6715942,-,-,32400000
1402027380660,-,0.0,Cloudy,0.0,-,-84.3511021,-,1,-,33.9300485,Very Cloudy,-,-14400000
1402027420711,-,0.0,Precipitation,0.0,-,151.2075243,-,0,Rain,-33.8705575,-,-,36000000
1402027666397,-,0.0,Cloudy,0.0,-,-84.3818656,-,-,-,33.7806437,Mostly Cloudy,-,-14400000
1402027827874,-,0.0,Cloudy,0.0,-,-122.6591622,-,0,-,45.464349,Partly Cloudy,-,-25200000
1402028542903,-,0.0,Clear,0.0,-,-122.355255,-,0,-,47.6199385,-,-,-25200000
1402029024853,-,0.0,Clear,0.0,-,5.1124076,-,0,-,52.0714384,-,-,7200000
1402029050175,-,0.0,Precipitation,1.0,-,151.2248087,-,1,Rain,-33.8230373,-,-,36000000
1402029120156,-,0.0,Clear,0.0,-,-117.0745605,-,0,-,32.7644507,-,-,-25200000
1402029280924,-,0.0,Precipitation,0.0,-,151.1896283,-,1,Rain,-33.8684494,-,-,36000000
1402029517069,-,0.0,Clear,0.0,-,12.4813176,-,1,-,55.7932402,-,-,7200000
1402030231856,-,0.0,Clear,0.0,-,11.2723196,-,-,-,44.5195707,-,-,7200000
1402030319702,-,0.0,Cloudy,0.0,-,151.0427094,-,-,-,-33.7853295,Very Cloudy,-,36000000
1402030451234,-,0.0,Clear,0.0,-,-122.3330431,-,-,-,47.674262,-,-,-25200000
1402030661502,-,0.0,Cloudy,0.0,-,-84.3537098,-,1,-,33.7657932,Mostly Cloudy,-,-14400000
1402031051470,-,0.0,Cloudy,0.0,-,24.571007,-,-,-,45.7275558,Very Cloudy,-,10800000
1402031178817,-,0.0,Precipitation,1.0,-,139.7524279,-,0,Rain,35.7030647,-,-,32400000
1402031768475,-,0.0,Cloudy,0.0,-,13.5895981,-,1,-,51.1236698,Partly Cloudy,-,7200000
1402032144679,-,0.0,Clear,0.0,-,5.1429706,-,0,-,52.0646332,-,-,7200000
1402033189252,-,0.0,Clear,0.0,-,16.5855262,-,-,-,40.6829565,-,-,7200000
1402034000830,-,0.0,Clear,0.0,-,-43.2870926,-,0,-,-22.9094153,-,-,-10800000
1402034088995,-,0.0,Cloudy,0.0,-,26.1192358,-,1,-,44.4511049,Very Cloudy,-,10800000
1402034163903,-,0.0,Clear,0.0,-,28.2348132,-,1,-,-25.7698463,-,-,7200000
1402034341700,-,0.0,Clear,0.0,-,37.5754053,-,0,-,55.8184232,-,-,14400000
1402034682938,-,0.0,Cloudy,0.0,-,151.121608,-,0,-,-33.7834861,Mostly Cloudy,-,36000000
1402035373897,-,0.0,Clear,0.0,Light Fog,-123.1523103,-,-,-,49.3287373,-,-,-25200000
1402035615132,-,0.0,Clear,0.0,-,-1.2902341,-,0,-,52.3425308,-,-,3600000
1402036273916,-,0.0,Cloudy,0.0,-,-122.6488715,-,-,-,45.5234725,Mostly Cloudy,-,-25200000
1402036359339,-,0.0,Clear,0.0,Light Fog,13.5737892,-,1,-,55.5676621,Mostly Cloudy,-,7200000
1402036502696,-,0.0,Clear,0.0,-,13.573743,-,1,-,55.5676301,Mostly Cloudy,-,7200000
1402036959156,-,0.0,Cloudy,0.0,-,12.4811243,-,2,-,55.7933094,Partly Cloudy,-,7200000
1402037045853,-,0.0,Cloudy,0.0,-,-3.0174817,-,0,-,54.4530515,Partly Cloudy,-,3600000
1402037180087,-,0.0,Cloudy,0.0,-,32.4329406,-,1,-,34.8173057,Very Cloudy,-,10800000
1402037216245,-,0.0,Clear,0.0,-,-123.1535159,-,0,-,49.2446052,-,-,-25200000
1402037524785,-,0.0,Clear,0.0,-,37.5332975,-,0,-,55.8825923,-,-,14400000
1402037932975,-,0.0,Cloudy,0.0,-,151.1146133,-,1,-,-33.7742118,Very Cloudy,-,36000000
1402038237616,-,0.0,Foggy,0.0,Light Fog,51.6711776,-,-,-,32.6185199,-,-,16200000
1402038706468,-,0.0,Clear,0.0,-,13.664807,-,0,-,51.0466703,Mostly Cloudy,-,7200000
1402038840839,-,0.0,Cloudy,0.0,-,151.0427182,-,-,-,-33.7853025,Very Cloudy,-,36000000
1402038950057,-,0.0,Cloudy,0.0,-,-1.5982941,-,0,-,53.7981737,Partly Cloudy,-,3600000
1402039339187,-,0.0,Clear,0.0,-,11.3622432,-,1,-,48.1914709,-,-,7200000
1402039678058,-,0.0,Precipitation,0.0,-,151.0418024,-,2,Rain,-33.8081517,Very Cloudy,-,36000000
1402040608025,-,0.0,Thunderstorm,0.0,-,-97.4964047,Infrequent Lightning,1,-,35.3271393,-,-,-18000000
1402041372450,-,0.0,Clear,0.0,-,5.4825465,-,1,-,51.4479585,-,-,7200000
1402041762975,-,0.0,Cloudy,0.0,-,-0.0434664,-,-,-,51.5108847,Partly Cloudy,-,3600000
1402041834139,-,0.0,Clear,0.0,-,51.6711746,-,0,-,32.6185589,-,-,16200000
1402041840414,-,0.0,Cloudy,0.0,-,24.7671982,-,0,-,42.1296789,Mostly Cloudy,-,10800000
1402042138916,-,0.0,Clear,0.0,-,11.3622432,-,1,-,48.1914709,-,-,7200000
1402042382567,-,0.0,Cloudy,0.0,Light Fog,24.8310253,-,0,-,60.1889,Partly Cloudy,-,10800000
1402042407578,-,0.0,Cloudy,0.0,-,-0.3438005,-,0,-,43.312729,Partly Cloudy,-,7200000
1402042415565,-,0.0,Clear,0.0,-,5.2197396,-,1,-,52.0974754,-,-,7200000
1402042613296,-,0.0,Clear,0.0,-,37.5487284,-,3,-,55.877919,-,-,14400000
1402043925941,-,0.0,Cloudy,0.0,Light Fog,2.1878489,-,0,-,41.39299,Partly Cloudy,-,7200000
1402044459543,-,0.0,Cloudy,0.0,-,151.0426871,-,-,Rain,-33.7852966,Very Cloudy,-,36000000
1402045156880,-,0.0,Cloudy,0.0,-,2.1066416,-,1,-,41.412814,Mostly Cloudy,-,7200000
1402045202891,-,0.0,Clear,0.0,-,-21.9100779,-,0,-,64.1147577,-,-,0
1402045452205,-,0.0,Cloudy,0.0,-,33.3536225,-,1,-,45.199188,Mostly Cloudy,-,14400000
1402045724785,-,0.0,Clear,0.0,-,2.3965125,-,2,-,48.8238703,-,-,7200000
1402045988439,-,0.0,Clear,0.0,-,5.1722914,-,1,-,52.0850152,-,-,7200000
1402046268566,-,0.0,Clear,0.0,-,16.5886572,-,-,-,40.6808932,-,-,7200000
1402046367866,-,0.0,Clear,0.0,-,37.5354599,-,0,-,55.8814093,-,-,14400000
1402046569681,-,0.0,Clear,0.0,-,0.2981194,-,1,-,51.924173,-,-,3600000
1402046775835,-,0.0,Clear,0.0,-,2.3400045,-,-,-,48.8319004,-,-,7200000
1402047239875,-,0.0,Clear,0.0,-,11.2885853,-,-,-,44.5124533,-,-,7200000
1402047302017,-,0.0,Clear,0.0,-,5.1428755,-,0,-,52.0645996,-,-,7200000
1402047408791,-,0.0,Cloudy,0.0,-,151.0418024,-,0,-,-33.8081517,Mostly Cloudy,-,36000000
1402047443633,-,0.0,Clear,0.0,-,5.4797996,-,0,-,51.4438613,-,-,7200000
1402047978663,-,0.0,Cloudy,0.0,-,-8.5613978,-,2,-,42.10522,Very Cloudy,-,7200000
1402049174377,-,0.0,Clear,0.0,Light Fog,151.2040554,-,0,-,-33.8772069,Mostly Cloudy,-,36000000
1402049309831,-,0.0,Cloudy,0.0,-,13.6601392,-,1,-,51.1100994,Partly Cloudy,-,7200000
1402049505696,-,0.0,Clear,0.0,Light Fog,151.1984932,-,0,-,-33.8766492,-,-,36000000
1402050185691,-,0.0,Cloudy,0.0,-,24.5710931,-,-,-,45.7275233,Partly Cloudy,-,10800000
1402050695762,-,0.0,Clear,0.0,-,5.1658239,-,0,-,52.0870824,-,-,7200000
1402050751260,-,0.0,Clear,0.0,-,115.1717786,-,-,-,-8.7323386,-,-,28800000
1402051259155,-,0.0,Precipitation,2.0,-,139.7390704,-,2,Rain,35.6736608,-,-,32400000
1402051978316,-,0.0,Clear,0.0,-,151.1872447,-,0,-,-33.9231107,-,-,36000000
