daterecorded,user_comment,altitude,general_condition,precipitation_amount,fog_thickness,longitude,thunderstorm_intensity,windy,precipitation_type,latitude,cloud_type,precipitation_unit,tzoffset
1403652328333,-,0.0,Thunderstorm,0.0,-,-96.8550074,Infrequent Lightning,1,Rain,32.9458688,-,-,-18000000
1403652401151,-,0.0,Cloudy,0.0,-,-122.7745815,-,0,-,49.2588317,Mostly Cloudy,-,-25200000
1403652413963,-,0.0,Cloudy,0.0,-,-87.7008596,-,0,-,41.7191376,Mostly Cloudy,-,-18000000
1403652434696,-,0.0,Cloudy,0.0,-,-123.1404257,-,0,-,49.212284,Mostly Cloudy,-,-25200000
1403652531462,-,0.0,Thunderstorm,0.0,-,-84.4066459,Frequent Lightning,2,-,33.7869446,-,-,-14400000
1403652607028,-,0.0,Precipitation,2.0,-,-87.7944353,Infrequent Lightning,0,Rain,41.8837129,-,-,-18000000
1403652874972,-,0.0,Cloudy,0.0,-,121.3734218,-,-,Rain,25.0746343,Mostly Cloudy,-,28800000
1403652894730,Tropical storm,0.0,Thunderstorm,0.0,-,-87.6520331,Infrequent Lightning,1,-,41.9273674,-,-,-18000000
1403652913059,-,0.0,Cloudy,0.0,Light Fog,121.3734218,-,3,Rain,25.0746343,Mostly Cloudy,-,28800000
1403653158481,-,0.0,Thunderstorm,0.0,-,-87.7307752,Infrequent Lightning,1,-,41.8092864,Mostly Cloudy,-,-18000000
1403653180804,-,0.0,Cloudy,0.0,-,-80.0225955,-,1,-,40.3691855,Mostly Cloudy,-,-14400000
1403653433570,-,0.0,Cloudy,0.0,-,-122.8531752,-,-,-,49.1898927,Mostly Cloudy,-,-25200000
1403653485292,-,0.0,Cloudy,0.0,-,-77.2350135,-,0,-,38.781448,Partly Cloudy,-,-14400000
1403653497542,-,0.0,Cloudy,0.0,-,-122.91509,-,0,-,49.2773276,Very Cloudy,-,-25200000
1403653498669,-,0.0,Cloudy,0.0,-,-122.7684868,-,-,-,49.2905605,Partly Cloudy,-,-25200000
1403653499688,-,0.0,Cloudy,0.0,-,-94.5603733,-,1,-,39.1763082,Very Cloudy,-,-18000000
1403653543657,-,0.0,Cloudy,0.0,-,-83.7764935,-,1,-,36.080906,Partly Cloudy,-,-14400000
1403653658005,-,0.0,Cloudy,0.0,-,-94.5700856,-,1,-,39.177314,Mostly Cloudy,-,-18000000
1403653816702,-,0.0,Cloudy,0.0,-,-122.3804568,-,0,-,47.6701017,Partly Cloudy,-,-25200000
1403653904199,-,0.0,Cloudy,0.0,-,-94.5842349,-,0,-,39.0289755,Mostly Cloudy,-,-18000000
1403653998377,-,0.0,Cloudy,0.0,-,-123.0897488,-,-,-,49.1310637,Very Cloudy,-,-25200000
1403654103301,-,0.0,Cloudy,0.0,Light Fog,-88.0944927,Infrequent Lightning,-,Rain,45.7899833,Mostly Cloudy,-,-18000000
1403654109403,-,0.0,Precipitation,1.0,-,-87.6356356,-,-,Rain,41.8859564,-,-,-18000000
1403654261385,-,0.0,Cloudy,0.0,-,-97.1254838,-,-,-,32.6693276,Mostly Cloudy,-,-18000000
1403654734237,-,0.0,Cloudy,0.0,Light Fog,-123.0885658,-,-,Rain,49.262908,Partly Cloudy,-,-25200000
1403654948857,-,0.0,Clear,0.0,Light Fog,-1.5056779,Infrequent Lightning,0,-,53.4111988,Mostly Cloudy,-,3600000
1403655157940,-,0.0,Cloudy,0.0,-,-122.9880533,-,0,-,49.2591027,Mostly Cloudy,-,-25200000
1403655180081,-,0.0,Clear,0.0,-,-123.1775188,-,0,-,49.2629544,Mostly Cloudy,-,-25200000
1403655218386,-,0.0,Cloudy,0.0,Light Fog,-122.6126348,-,1,-,47.5706026,Partly Cloudy,-,-25200000
1403655228773,-,0.0,Precipitation,1.0,-,-84.0139642,-,1,Rain,39.839079,-,-,-14400000
1403655286087,-,0.0,Thunderstorm,0.0,-,-84.3472555,Infrequent Lightning,1,-,33.7320858,-,-,-14400000
1403655562417,-,0.0,Clear,0.0,Moderate Fog,-122.6034284,Infrequent Lightning,1,Rain,38.5307135,Heavy Fog,-,-25200000
1403655612517,-,0.0,Cloudy,0.0,-,-97.7235053,Infrequent Lightning,0,-,30.401608,Mostly Cloudy,-,-18000000
1403655645282,-,0.0,Cloudy,0.0,-,-94.7393212,-,0,-,38.9645854,Very Cloudy,-,-18000000
1403655728190,-,0.0,Thunderstorm,0.0,-,-96.8188631,Infrequent Lightning,-,-,32.9528531,-,-,-18000000
1403655857871,-,0.0,Cloudy,0.0,-,-97.1910858,-,0,-,35.6581964,Partly Cloudy,-,-18000000
1403655859485,-,0.0,Clear,0.0,-,-120.1250081,-,0,-,50.659302,-,-,-25200000
1403655866746,-,0.0,Cloudy,0.0,-,-122.3388537,-,0,-,47.612284,Partly Cloudy,-,-25200000
1403655872127,-,0.0,Cloudy,0.0,Light Fog,-77.1997202,-,1,-,38.8648759,Partly Cloudy,-,-14400000
1403655896004,-,0.0,Cloudy,0.0,-,-94.6040951,-,1,-,39.1026604,Very Cloudy,-,-18000000
1403656160635,-,0.0,Cloudy,0.0,-,-94.5809974,-,-,-,39.2658875,Mostly Cloudy,-,-18000000
1403656347365,-,0.0,Clear,0.0,-,-84.3819962,-,-,Rain,33.8578315,-,-,-14400000
1403656445329,-,0.0,Cloudy,0.0,-,-97.0052485,-,1,-,32.6579199,Very Cloudy,-,-18000000
1403656578881,-,0.0,Precipitation,0.0,-,-96.5582427,-,1,Hail,32.9094992,-,-,-18000000
1403656702684,-,0.0,Precipitation,2.0,-,-75.6874364,-,-,Rain,45.4025688,-,-,-14400000
1403656807497,-,0.0,Cloudy,0.0,-,-123.1329194,-,-,-,49.2804475,Mostly Cloudy,-,-25200000
1403656907442,-,0.0,Clear,0.0,-,-123.1050789,-,-,-,49.2209111,Mostly Cloudy,-,-25200000
1403656931886,-,0.0,Cloudy,0.0,-,-122.3483808,-,-,-,47.1516578,Mostly Cloudy,-,-25200000
1403657043132,-,0.0,Clear,0.0,-,-123.2089373,-,-,-,49.2638512,-,-,-25200000
1403657052225,-,0.0,Clear,0.0,-,-122.3957379,-,0,-,37.7839985,-,-,-25200000
1403657165811,-,0.0,Cloudy,0.0,-,-122.9060848,-,0,-,49.1268901,Partly Cloudy,-,-25200000
1403657228640,-,0.0,Cloudy,0.0,-,-122.6238925,-,-,-,47.5653212,Partly Cloudy,-,-25200000
1403657242766,-,0.0,Cloudy,0.0,-,-97.6955478,-,0,-,30.4328932,Partly Cloudy,-,-18000000
1403657251051,-,0.0,Cloudy,0.0,-,-86.27013,-,0,-,32.3423699,Partly Cloudy,-,-18000000
1403657475162,-,0.0,Thunderstorm,0.0,-,-78.7763257,Infrequent Lightning,1,-,42.8811394,-,-,-14400000
1403657478818,-,0.0,Cloudy,0.0,-,-94.5842349,-,1,-,39.0289755,Very Cloudy,-,-18000000
1403657485943,-,0.0,Clear,0.0,-,-122.445163,-,-,-,37.7525553,-,-,-25200000
1403657759694,-,0.0,Precipitation,0.0,-,-96.7199526,Infrequent Lightning,1,Rain,32.9457998,-,-,-18000000
1403657900929,-,0.0,Cloudy,0.0,-,-123.0747231,-,-,-,49.320181,Partly Cloudy,-,-25200000
1403657901858,-,0.0,Cloudy,0.0,-,30.2706964,-,1,-,59.8874055,Very Cloudy,-,14400000
1403658144042,-,0.0,Cloudy,0.0,Light Fog,-123.0752515,-,1,-,49.2767092,Partly Cloudy,-,-25200000
1403658146129,-,0.0,Precipitation,0.0,-,-79.3990177,-,-,Rain,43.6566653,-,-,-14400000
1403658204875,-,0.0,Precipitation,1.0,-,-75.6994268,-,0,Rain,45.4806312,-,-,-14400000
1403658290392,-,0.0,Cloudy,0.0,-,-123.11559,-,1,-,49.2541373,Partly Cloudy,-,-25200000
1403658344430,-,0.0,Precipitation,1.0,-,-78.6843731,Infrequent Lightning,0,Rain,42.9427852,Mostly Cloudy,-,-14400000
1403658361605,Flooding,0.0,Clear,0.0,Moderate Fog,101.6469717,Infrequent Lightning,1,Rain,2.981172,Mostly Cloudy,-,28800000
1403658472261,-,0.0,Clear,0.0,-,-47.7758852,-,0,-,-21.1987275,-,-,-10800000
1403658569243,-,0.0,Clear,0.0,-,-117.9213133,-,1,-,33.8209717,-,-,-25200000
1403658830327,-,0.0,Cloudy,0.0,-,-79.3990177,-,-,-,43.6566653,Very Cloudy,-,-14400000
1403658881988,-,0.0,Clear,0.0,-,150.9460141,-,2,-,-33.961606,-,-,36000000
1403658893482,-,0.0,Cloudy,0.0,-,-122.3456724,-,0,-,47.7017003,Mostly Cloudy,-,-25200000
1403659116809,-,0.0,Clear,0.0,-,-123.2486701,-,0,-,49.2632269,-,-,-25200000
1403659365647,-,0.0,Precipitation,2.0,-,-75.7015074,-,1,Rain,45.4079308,-,-,-14400000
1403659462742,-,0.0,Cloudy,0.0,-,144.578425,-,0,-,-37.4152666,Mostly Cloudy,-,36000000
1403659463850,-,0.0,Clear,0.0,-,-123.1827917,-,-,-,49.2685614,-,-,-25200000
1403659544665,-,0.0,Cloudy,0.0,-,-97.0674811,-,0,-,32.6619583,Very Cloudy,-,-18000000
1403659765670,-,0.0,Cloudy,0.0,-,-123.1058666,-,0,Rain,49.2799235,Partly Cloudy,-,-25200000
1403659819706,-,0.0,Clear,0.0,-,-122.4783907,-,-,-,37.7635457,-,-,-25200000
1403659848921,-,0.0,Thunderstorm,2.0,-,-81.7782264,Infrequent Lightning,0,Rain,30.2442549,Very Cloudy,-,-14400000
1403659878415,-,0.0,Thunderstorm,0.0,-,-81.7782264,Infrequent Lightning,0,Rain,30.2442549,Very Cloudy,-,-14400000
1403659927582,-,0.0,Precipitation,1.0,-,-75.7539544,-,-,Rain,45.3937042,-,-,-14400000
1403659947844,-,0.0,Cloudy,0.0,Light Fog,-79.2881676,-,1,-,43.0290162,Mostly Cloudy,-,-14400000
1403659975412,-,0.0,Precipitation,1.0,-,-75.7548404,-,1,Rain,45.2883406,-,-,-14400000
1403660032030,-,0.0,Clear,0.0,-,101.6250471,-,-,-,3.0587784,-,-,28800000
1403660042047,-,0.0,Precipitation,2.0,-,-75.6878199,-,-,Rain,45.4181926,-,-,-14400000
1403660162440,-,0.0,Clear,0.0,-,-123.118085,-,0,-,49.2866462,Mostly Cloudy,-,-25200000
1403660247468,-,0.0,Cloudy,0.0,-,-123.0958744,-,-,Rain,49.2728593,Mostly Cloudy,-,-25200000
1403660331966,-,0.0,Cloudy,0.0,-,-122.3738454,-,-,-,47.5139026,Mostly Cloudy,-,-25200000
1403660565870,-,0.0,Cloudy,0.0,-,-123.1197883,-,0,-,49.2075438,Mostly Cloudy,-,-25200000
1403660572292,-,0.0,Cloudy,0.0,-,-94.5767161,-,-,-,39.0639418,Partly Cloudy,-,-18000000
1403660588879,-,0.0,Clear,0.0,-,-115.0450387,-,1,-,36.1279879,-,-,-25200000
1403660652721,-,0.0,Cloudy,0.0,-,-123.2525061,-,-,-,49.2700533,Mostly Cloudy,-,-25200000
1403660702312,-,0.0,Clear,0.0,-,-123.1806094,-,-,-,49.2605531,-,-,-25200000
1403660719743,-,0.0,Precipitation,1.0,-,-95.9075883,Infrequent Lightning,2,Rain,33.2339366,-,-,-18000000
1403660721991,-,0.0,Cloudy,0.0,-,-122.3551849,-,1,-,47.6199573,Partly Cloudy,-,-25200000
1403660883113,-,0.0,Cloudy,0.0,-,-86.3141842,-,-,-,32.3772139,Mostly Cloudy,-,-18000000
1403661148246,-,0.0,Precipitation,2.0,-,-75.6887871,-,0,Rain,45.4184843,-,-,-14400000
1403661225590,-,0.0,Precipitation,1.0,-,174.7997071,-,2,Rain,-41.3117036,Very Cloudy,-,43200000
1403661288191,-,0.0,Cloudy,0.0,-,-98.390168,-,0,-,34.637086,Partly Cloudy,-,-18000000
1403661366935,-,0.0,Cloudy,0.0,-,-123.134737,-,1,Rain,49.2585571,Mostly Cloudy,-,-25200000
1403661400094,-,0.0,Cloudy,0.0,-,-83.892266,-,1,-,33.3900928,Mostly Cloudy,-,-14400000
1403661468689,-,0.0,Cloudy,0.0,-,-94.5900135,-,-,-,39.1134602,Mostly Cloudy,-,-18000000
1403661530986,-,0.0,Clear,0.0,-,101.6265475,-,0,-,3.1008038,-,-,28800000
1403661755674,-,0.0,Clear,0.0,-,-122.3288528,-,0,-,47.6185572,Mostly Cloudy,-,-25200000
1403661825664,-,0.0,Clear,0.0,-,-117.9978681,-,0,-,33.8607332,-,-,-25200000
1403662229856,-,0.0,Cloudy,0.0,-,-123.0777468,-,0,-,49.2708961,Mostly Cloudy,-,-25200000
1403662377825,-,0.0,Cloudy,0.0,-,-94.7099855,-,0,-,38.9706508,Very Cloudy,-,-18000000
1403662940981,-,0.0,Cloudy,0.0,-,-123.18419,-,0,-,49.2469876,Very Cloudy,-,-25200000
1403663085759,-,0.0,Cloudy,0.0,-,-123.0221236,-,-,-,49.1763754,Mostly Cloudy,-,-25200000
1403663629347,-,0.0,Precipitation,1.0,-,174.7740608,-,2,Rain,-41.2898854,-,-,43200000
1403663728215,-,0.0,Cloudy,0.0,-,33.3571984,-,0,-,45.2084298,Very Cloudy,-,14400000
1403663778304,-,0.0,Cloudy,0.0,-,-123.1255521,-,0,-,49.273908,Mostly Cloudy,-,-25200000
1403664026506,-,0.0,Cloudy,0.0,-,-94.665682,-,0,-,39.0680219,Partly Cloudy,-,-18000000
1403664219307,-,0.0,Cloudy,0.0,-,-122.9024539,-,-,-,49.2195436,Partly Cloudy,-,-25200000
1403664564697,-,0.0,Cloudy,0.0,Light Fog,-123.1121986,-,1,-,49.2853553,Mostly Cloudy,-,-25200000
1403664692714,-,0.0,Cloudy,0.0,-,-122.3008073,-,1,-,47.7066235,Mostly Cloudy,-,-25200000
1403665045228,-,0.0,Cloudy,0.0,-,-123.1329879,-,1,-,49.2788746,Mostly Cloudy,-,-25200000
1403665438342,-,0.0,Precipitation,2.0,-,-75.6665524,-,0,Rain,45.4295879,-,-,-14400000
1403665471418,-,0.0,Clear,0.0,-,-117.914679,-,-,-,33.7903401,-,-,-25200000
1403665762380,-,0.0,Clear,0.0,-,-123.0667187,-,0,-,49.1351587,-,-,-25200000
1403665777740,-,0.0,Precipitation,1.0,-,-75.7073027,-,1,Rain,45.3664299,-,-,-14400000
1403665802728,-,0.0,Precipitation,1.0,-,174.7746029,-,2,Rain,-41.29887,-,-,43200000
1403666086048,-,0.0,Clear,0.0,-,-122.9396493,-,1,-,47.4063593,Partly Cloudy,-,-25200000
1403666424390,-,0.0,Precipitation,0.0,-,-84.3582855,Infrequent Lightning,-,Rain,33.8177645,-,-,-14400000
1403667189490,-,0.0,Clear,0.0,-,-117.8220643,-,-,-,33.7552171,-,-,-25200000
1403667349852,-,0.0,Precipitation,1.0,-,114.2310462,-,1,Rain,22.4251294,-,-,28800000
1403667387213,-,0.0,Cloudy,0.0,-,-122.8531752,-,-,-,49.1898927,Partly Cloudy,-,-25200000
1403667470315,-,0.0,Cloudy,0.0,-,-94.702401,-,-,-,38.9338554,Mostly Cloudy,-,-18000000
1403667495536,-,0.0,Cloudy,0.0,-,-122.8601301,-,-,-,49.1996868,Mostly Cloudy,-,-25200000
1403667547898,-,0.0,Cloudy,0.0,-,-122.9223916,-,-,-,49.2042634,Mostly Cloudy,-,-25200000
1403667613757,-,0.0,Cloudy,0.0,-,-123.0658159,-,-,-,49.2841484,Partly Cloudy,-,-25200000
1403667641911,-,0.0,Cloudy,0.0,-,-84.3471896,-,0,Rain,33.732016,Mostly Cloudy,-,-14400000
1403667685015,-,0.0,Cloudy,0.0,Light Fog,-88.081063,-,0,-,41.8471115,Partly Cloudy,-,-18000000
1403667736388,-,0.0,Cloudy,0.0,-,173.9474981,-,1,-,-41.5126489,Very Cloudy,-,43200000
1403667793445,-,0.0,Cloudy,0.0,-,-123.1319944,-,1,-,49.2774289,Partly Cloudy,-,-25200000
1403667800319,-,0.0,Cloudy,0.0,-,-122.3314178,-,0,-,47.7599943,Partly Cloudy,-,-25200000
1403667831205,-,0.0,Thunderstorm,2.0,-,-73.8679565,Frequent Lightning,2,Rain,45.4722326,-,-,-14400000
1403667938603,-,0.0,Cloudy,0.0,-,-123.1011605,-,-,-,49.2577659,Mostly Cloudy,-,-25200000
1403668438653,-,0.0,Clear,0.0,-,-123.1322577,-,-,-,49.1779825,-,-,-25200000
1403668461512,-,0.0,Clear,0.0,-,-75.664876,-,-,Rain,45.3790612,-,-,-14400000
1403668705345,-,0.0,Clear,0.0,Light Fog,-122.4937913,-,1,-,45.5277775,Mostly Cloudy,-,-25200000
1403669211418,-,0.0,Clear,0.0,-,-119.9113466,-,-,-,39.5298705,-,-,-25200000
1403669423489,-,0.0,Cloudy,0.0,-,-122.9914239,-,0,-,49.2656685,Mostly Cloudy,-,-25200000
1403670033118,-,0.0,Clear,0.0,-,-122.3288528,-,0,-,47.6185572,Mostly Cloudy,-,-25200000
1403670610877,-,0.0,Cloudy,0.0,-,-123.0885744,-,-,-,49.2629185,Partly Cloudy,-,-25200000
1403670640596,-,0.0,Clear,0.0,Light Fog,-121.7810323,-,1,-,38.5599778,-,-,-25200000
1403670760584,-,0.0,Cloudy,0.0,-,-79.2137845,-,-,-,35.900509,Mostly Cloudy,-,-14400000
1403670823287,-,0.0,Cloudy,0.0,-,-123.1655238,-,-,-,49.2574388,Mostly Cloudy,-,-25200000
1403671181895,-,0.0,Clear,0.0,-,-1.4743313,-,0,-,53.4186282,-,-,3600000
1403671344048,-,0.0,Cloudy,0.0,-,-122.3552512,-,0,-,47.6265197,Partly Cloudy,-,-25200000
1403671367711,-,0.0,Precipitation,2.0,-,174.0960699,Infrequent Lightning,1,Rain,-39.0511851,-,-,43200000
1403672081118,-,0.0,Precipitation,0.0,-,7.7938703,-,0,Rain,43.8268442,-,-,7200000
1403672348380,-,0.0,Clear,0.0,-,10.5151001,-,1,-,54.8528841,-,-,7200000
1403672639789,-,0.0,Clear,0.0,Light Fog,-123.1803725,-,0,-,49.264221,Partly Cloudy,-,-25200000
1403673088287,-,0.0,Precipitation,0.0,-,9.7688847,-,0,Rain,50.6723729,-,-,7200000
1403673471704,-,0.0,Cloudy,0.0,-,-123.184189,-,0,-,49.2469975,Partly Cloudy,-,-25200000
1403673606669,-,0.0,Clear,0.0,Light Fog,-122.2755903,-,0,-,47.5619899,Mostly Cloudy,-,-25200000
1403673632958,-,0.0,Clear,0.0,-,-122.3320874,-,0,-,47.6121289,-,-,-25200000
1403674566174,-,0.0,Cloudy,0.0,-,-122.8222567,-,0,-,49.152351,Mostly Cloudy,-,-25200000
1403674715992,-,0.0,Cloudy,0.0,-,-123.1420567,-,1,-,49.2907587,Partly Cloudy,-,-25200000
1403674796710,-,0.0,Clear,0.0,-,-122.3048373,-,-,-,37.5585917,-,-,-25200000
1403675203281,-,0.0,Cloudy,0.0,-,-71.2870292,-,1,-,44.3749895,Partly Cloudy,-,-14400000
1403675922867,-,0.0,Cloudy,0.0,-,-122.8531752,-,1,-,49.1898927,Partly Cloudy,-,-25200000
1403676094140,-,0.0,Clear,0.0,-,1.2398671,-,0,-,43.8507478,-,-,7200000
1403676199609,-,0.0,Clear,0.0,-,-0.4558691,-,0,-,51.5203052,-,-,3600000
1403676346301,-,0.0,Clear,0.0,-,-123.1330052,-,0,-,49.2788971,-,-,-25200000
1403676834244,-,0.0,Clear,0.0,-,-122.3757404,-,-,-,37.6026465,-,-,-25200000
1403676952437,-,0.0,Clear,0.0,-,30.4820406,-,-,-,50.4493148,-,-,10800000
1403677759066,-,0.0,Cloudy,0.0,-,2.1626049,-,-,-,41.6414903,Mostly Cloudy,-,7200000
1403678849315,-,0.0,Clear,0.0,-,34.8649875,-,-,-,32.3343921,-,-,10800000
1403678876268,-,0.0,Clear,0.0,-,30.9930316,-,0,-,-29.8533638,-,-,7200000
1403679082318,-,0.0,Cloudy,0.0,-,-122.7760819,-,0,-,49.1455841,Partly Cloudy,-,-25200000
1403679544066,-,0.0,Precipitation,1.0,-,11.3621805,-,1,Rain,48.1915133,-,-,7200000
1403679585320,-,0.0,Clear,0.0,-,12.4332234,-,0,-,44.0077442,-,-,7200000
1403679882558,-,0.0,Precipitation,0.0,-,174.0516871,-,2,Rain,-39.0644655,-,-,43200000
1403679908294,-,0.0,Precipitation,0.0,-,174.0827232,-,1,Rain,-39.0563847,-,-,43200000
1403679992660,-,0.0,Foggy,0.0,Moderate Fog,-87.661559,-,0,-,41.9456447,Heavy Fog,-,-18000000
1403680531287,-,0.0,Cloudy,0.0,-,30.5051714,-,0,-,50.4222309,Partly Cloudy,-,10800000
1403681116237,-,0.0,Cloudy,0.0,-,2.390219,-,2,-,49.0065119,Mostly Cloudy,-,7200000
1403681397089,-,0.0,Cloudy,0.0,-,12.4332014,-,0,-,44.0077941,Mostly Cloudy,-,7200000
1403681615223,-,0.0,Cloudy,0.0,-,-1.5111919,-,0,-,53.8200785,Partly Cloudy,-,3600000
1403681833136,-,0.0,Clear,0.0,Light Fog,-0.1415993,-,1,-,51.5299228,Mostly Cloudy,-,3600000
1403682481136,-,0.0,Clear,0.0,-,13.5996008,-,1,-,56.4562856,-,-,7200000
1403682711352,-,0.0,Cloudy,0.0,-,8.4137113,-,1,-,49.9908943,Very Cloudy,-,7200000
1403683005266,-,0.0,Cloudy,0.0,-,-0.3848836,-,1,-,51.5019004,Partly Cloudy,-,3600000
1403683306835,-,0.0,Clear,0.0,-,-0.0884904,-,0,-,51.5145696,-,-,3600000
1403683472887,-,0.0,Cloudy,0.0,-,11.3621805,-,0,-,48.1915133,Very Cloudy,-,7200000
1403683909832,-,0.0,Cloudy,0.0,-,30.5224192,-,1,-,50.4388042,Mostly Cloudy,-,10800000
1403684119690,-,0.0,Cloudy,0.0,-,-0.0836236,-,1,-,51.5187118,Partly Cloudy,-,3600000
1403684839363,-,0.0,Clear,0.0,-,-0.6524431,-,1,-,51.5232846,-,-,3600000
1403685069746,-,0.0,Cloudy,0.0,-,-0.0950702,-,-,-,51.5233247,Partly Cloudy,-,3600000
1403685707720,-,0.0,Clear,0.0,-,1.4539452,-,0,-,48.4477183,-,-,7200000
1403685830739,-,0.0,Clear,0.0,-,-0.6078802,-,1,-,51.560438,-,-,3600000
1403686298318,-,0.0,Cloudy,0.0,-,-8.561222,-,-,-,42.1051807,Very Cloudy,-,7200000
1403686340427,-,0.0,Cloudy,0.0,-,-0.1114414,-,1,-,51.5769315,Partly Cloudy,-,3600000
1403686530148,-,0.0,Cloudy,0.0,Light Fog,1.3002907,-,0,-,43.766519,Partly Cloudy,-,7200000
1403687628660,-,0.0,Precipitation,0.0,-,17.0221514,-,1,Rain,51.1044585,-,-,7200000
1403687817057,-,0.0,Foggy,0.0,Light Fog,-88.1322397,-,1,-,42.3791219,Heavy Fog,-,-18000000
1403687835001,-,0.0,Cloudy,0.0,-,33.3595153,-,1,-,45.1839983,Partly Cloudy,-,14400000
1403687861611,-,0.0,Foggy,0.0,Light Fog,-88.1322397,-,1,-,42.3791219,Heavy Fog,-,-18000000
1403687953769,-,0.0,Precipitation,2.0,-,172.8458309,-,-,Rain,-40.8576834,Very Cloudy,-,43200000
1403688296337,-,0.0,Cloudy,0.0,-,-21.9100779,-,1,-,64.1147577,Very Cloudy,-,0
1403689088797,-,0.0,Cloudy,0.0,-,-9.4779758,-,0,-,52.4693715,Mostly Cloudy,-,3600000
1403690203550,-,0.0,Clear,0.0,Light Fog,77.5809913,-,0,-,12.9883081,-,-,19800000
1403690260177,-,0.0,Cloudy,0.0,-,-6.309384,-,1,-,53.2900367,Mostly Cloudy,-,3600000
1403690357410,-,0.0,Cloudy,0.0,-,-8.9369813,-,-,-,52.8200622,Very Cloudy,-,3600000
1403692619657,-,0.0,Cloudy,0.0,Light Fog,-1.3947357,-,0,-,50.8477421,Mostly Cloudy,-,3600000
1403692760089,-,0.0,Cloudy,0.0,Light Fog,10.6873215,-,1,-,50.6024659,Partly Cloudy,-,7200000
1403692943794,-,0.0,Precipitation,0.0,-,-76.5177792,-,0,Rain,44.2346608,Very Cloudy,-,-14400000
1403693700345,-,0.0,Clear,0.0,-,-77.4326007,-,-,-,38.3136431,-,-,-14400000
1403694325244,-,0.0,Cloudy,0.0,-,2.1445967,-,-,-,41.6113081,Mostly Cloudy,-,7200000
1403694359429,-,0.0,Precipitation,1.0,-,19.1507433,-,1,Rain,50.3732469,Mostly Cloudy,-,7200000
1403695331421,-,0.0,Thunderstorm,0.0,-,-94.1602158,Infrequent Lightning,1,-,30.0854421,-,-,-18000000
1403695684655,-,0.0,Clear,0.0,-,-87.5103041,-,-,-,36.755394,-,-,-18000000
1403695939645,-,0.0,Cloudy,0.0,-,-75.8556712,-,0,-,44.8759623,Very Cloudy,-,-14400000
1403696235305,-,0.0,Clear,0.0,-,-88.6759604,-,1,-,41.9960023,-,-,-18000000
1403696428862,-,0.0,Cloudy,0.0,-,-79.9365415,-,0,-,43.2491103,Very Cloudy,-,-14400000
1403696528182,-,0.0,Cloudy,0.0,Light Fog,-84.3629581,-,1,-,34.0655316,Mostly Cloudy,-,-14400000
1403696763777,-,0.0,Cloudy,0.0,-,9.675038,-,1,-,50.5507842,Very Cloudy,-,7200000
1403697002651,-,0.0,Cloudy,0.0,Light Fog,144.9732075,-,1,-,-37.8608966,Mostly Cloudy,-,36000000
1403697273651,-,0.0,Clear,0.0,-,-8.0584225,-,-,-,31.6334629,-,-,3600000
1403697501748,Wildfire,0.0,Severe,0.0,-,22.5302842,-,2,-,44.240766,-,-,7200000
1403697956109,-,0.0,Clear,0.0,-,-0.1583277,-,-,-,51.5239026,-,-,3600000
1403698148960,-,0.0,Clear,0.0,-,-111.6780942,-,0,-,33.2234835,-,-,-25200000
1403698184590,-,0.0,Cloudy,0.0,-,8.0826325,-,3,-,43.9127294,Partly Cloudy,-,7200000
1403698200273,-,0.0,Cloudy,0.0,-,22.9640065,-,-,-,40.5844342,Mostly Cloudy,-,10800000
1403698220070,-,0.0,Cloudy,0.0,-,-0.0833437,-,-,-,51.5185492,Partly Cloudy,-,3600000
1403698371243,-,0.0,Thunderstorm,0.0,-,-85.4375135,Infrequent Lightning,-,-,10.6298703,-,-,-21600000
1403698438458,-,0.0,Clear,0.0,-,-70.9800673,-,0,-,42.5730159,-,-,-14400000
1403698771045,-,0.0,Clear,0.0,-,-111.6059943,-,0,-,33.430055,-,-,-25200000
1403699304402,-,0.0,Cloudy,0.0,-,-0.1114552,-,0,-,51.5768203,Partly Cloudy,-,3600000
1403699653645,-,0.0,Cloudy,0.0,-,-79.9227197,-,0,-,43.2533673,Very Cloudy,-,-14400000
1403699764502,-,0.0,Cloudy,0.0,-,-1.9446241,-,1,-,52.4599083,Partly Cloudy,-,3600000
1403699879876,-,0.0,Cloudy,0.0,-,18.0718508,-,1,-,59.2947878,Partly Cloudy,-,7200000
1403699946299,-,0.0,Cloudy,0.0,-,7.5997781,-,1,-,51.9588221,Very Cloudy,-,7200000
1403700326596,-,0.0,Cloudy,0.0,-,-79.860452,-,1,-,43.205456,Very Cloudy,-,-14400000
1403700345866,-,0.0,Cloudy,0.0,-,-123.0339339,-,1,-,49.2600716,Partly Cloudy,-,-25200000
1403700356165,-,0.0,Clear,0.0,-,-92.3154509,-,1,-,43.0642267,-,-,-18000000
1403700815306,-,0.0,Precipitation,0.0,-,-83.7765238,-,1,Rain,36.0808846,Very Cloudy,-,-14400000
1403701092100,-,0.0,Cloudy,0.0,-,-79.8565062,-,-,-,43.2629069,Mostly Cloudy,-,-14400000
1403701195176,-,0.0,Cloudy,0.0,Light Fog,-122.9397758,-,0,-,47.4062771,Very Cloudy,-,-25200000
1403701203389,-,0.0,Clear,0.0,-,-122.3552671,-,0,-,47.6265201,-,-,-25200000
1403701505999,-,0.0,Cloudy,0.0,-,18.0439561,-,1,-,59.3163325,Mostly Cloudy,-,7200000
